Load,Actuator,Time,Strain
117.7082,40.43056,229.018,-0.3863959
117.5778,40.44444,229.084,-0.3863959
117.4749,40.45833,229.151,-0.3863959
117.2911,40.47222,229.218,-0.3863959
117.1669,40.48611,229.284,-0.3863959
117.078,40.5,229.351,-0.3863959
116.9422,40.51389,229.418,-0.3863959
116.7945,40.52778,229.484,-0.3863959
116.702,40.54167,229.551,-0.3863959
116.5224,40.55556,229.618,-0.3863959
116.4147,40.56944,229.684,-0.3863959
116.2649,40.58333,229.751,-0.3863959
116.1156,40.59722,229.818,-0.3863959
115.9527,40.61111,229.884,-0.3863959
115.92,40.625,229.951,-0.3863959
115.7425,40.63889,230.018,-0.3863959
115.5846,40.65278,230.084,-0.3863959
115.4845,40.66667,230.151,-0.3863959
115.3194,40.68055,230.218,-0.3863959
115.1397,40.69445,230.284,-0.3863959
115.0627,40.70833,230.351,-0.3863959
114.9084,40.72222,230.418,-0.3863959
114.7971,40.73611,230.484,-0.3863959
114.7045,40.75,230.551,-0.3863959
114.56,40.76389,230.618,-0.3863959
114.3836,40.77778,230.684,-0.3863959
114.3067,40.79167,230.751,-0.3863959
114.12,40.80556,230.818,-0.3863959
113.9639,40.81944,230.884,-0.3863959
113.8705,40.83333,230.951,-0.3863959
113.7298,40.84722,231.018,-0.3863959
113.555,40.86111,231.084,-0.3863959
113.4681,40.875,231.151,-0.3863959
113.3043,40.88889,231.218,-0.3863959
113.1518,40.90278,231.284,-0.3863959
113.0342,40.91667,231.351,-0.3863959
112.8916,40.93055,231.418,-0.3863959
112.7601,40.94445,231.484,-0.3863959
112.6546,40.95833,231.551,-0.3863959
112.4776,40.97917,231.618,-0.3863959
112.3295,40.99306,231.684,-0.3863959
112.1897,41.00695,231.751,-0.3863959
112.0563,41.02083,231.818,-0.3863959
111.9416,41.02778,231.884,-0.3863959
111.8534,41.04861,231.951,-0.3863959
111.6346,41.0625,232.018,-0.3863959
111.5102,41.07639,232.084,-0.3863959
111.3848,41.09028,232.151,-0.3863959
111.2219,41.10417,232.218,-0.3863959
111.0517,41.11806,232.284,-0.3863959
110.9555,41.13194,232.351,-0.3863959
110.8001,41.14584,232.418,-0.3863959
110.6745,41.15972,232.484,-0.3863959
110.5796,41.17361,232.551,-0.3863959
110.4264,41.1875,232.618,-0.3863959
110.242,41.20139,232.684,-0.3863959
110.1094,41.21528,232.751,-0.3863959
109.9543,41.22917,232.818,-0.3863959
109.7665,41.24305,232.884,-0.3863959
109.661,41.25695,232.951,-0.3863959
109.5146,41.27083,233.018,-0.3863959
109.3534,41.28472,233.084,-0.3863959
109.2423,41.29861,233.151,-0.3863959
109.0703,41.3125,233.218,-0.3863959
108.8726,41.32639,233.284,-0.3863959
108.7554,41.34028,233.351,-0.3863959
108.6091,41.35417,233.418,-0.3863959
108.4713,41.36806,233.484,-0.3863959
108.3598,41.38194,233.551,-0.3863959
108.213,41.39583,233.618,-0.3863959
108.0332,41.40972,233.684,-0.3863959
107.946,41.42361,233.751,-0.3863959
107.7693,41.4375,233.818,-0.3863959
107.572,41.45139,233.884,-0.3863959
107.4378,41.46528,233.951,-0.3863959
107.2436,41.47917,234.018,-0.3863959
107.0825,41.49305,234.084,-0.3863959
106.9937,41.50695,234.151,-0.3863959
106.8156,41.52083,234.218,-0.3863959
106.6401,41.53472,234.284,-0.3863959
106.4995,41.54861,234.351,-0.3863959
106.3023,41.5625,234.418,-0.3863959
106.1094,41.57639,234.484,-0.3863959
106.0093,41.59028,234.551,-0.3863959
105.8467,41.60416,234.618,-0.3863959
105.6953,41.61806,234.684,-0.3863959
105.5797,41.63194,234.751,-0.3863959
105.403,41.64583,234.818,-0.3863959
105.2037,41.65972,234.884,-0.3863959
105.0482,41.67361,234.951,-0.3863959
104.8605,41.6875,235.018,-0.3863959
104.6975,41.70139,235.084,-0.3863959
104.5581,41.71528,235.151,-0.3863959
104.3829,41.72917,235.218,-0.3863959
104.2184,41.74305,235.284,-0.3863959
104.0923,41.75694,235.351,-0.3863959
103.9082,41.77083,235.418,-0.3863959
103.7118,41.78472,235.484,-0.3863959
103.5928,41.79861,235.551,-0.3863959
103.394,41.8125,235.618,-0.3863959
103.2178,41.82639,235.684,-0.3863959
103.11,41.84028,235.751,-0.3863959
102.9158,41.85417,235.818,-0.3863959
102.7091,41.86806,235.884,-0.3863959
102.5543,41.88889,235.951,-0.3863959
102.3435,41.90278,236.018,-0.3863959
102.1169,41.91667,236.084,-0.3863959
101.9375,41.93056,236.151,-0.3863959
101.6749,41.94444,236.218,-0.3863959
101.1641,41.95833,236.284,-0.3863959
99.88959,41.97222,236.351,-0.3863959
